Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
662,Female,26,Married,0,Postgraduate,Self-Employed,Business,Rent,Urban,38309,3526,456,0,1527,6851,0,14509,157,Home,3.55,Unsecured,No,2,27,0.98,0
663,Female,39,Single,1,High School,Unemployed,Professional,Own,Urban,110548,4290,766,1,18189,22581,0,24196,158,Education,9.9,Unsecured,Yes,6,26,0.27,1
664,Female,38,Married,1,High School,Employed,Salaried,Own,Urban,58683,3409,727,0,21256,178,0,20000,162,Vehicle,10.65,Unsecured,No,4,28,0.66,1
665,Female,29,Single,2,High School,Self-Employed,Business,Own,Rural,84093,4081,734,0,46708,21226,0,20683,136,Personal,7.69,Secured,No,4,27,0.33,1
666,Female,39,Single,1,High School,Employed,Salaried,Own,Urban,124906,1744,784,1,19605,6473,0,30467,176,Education,12.79,Secured,No,1,13,0.31,0
667,Female,28,Divorced,0,Postgraduate,Employed,Freelancer,Other,Urban,145798,2927,774,2,42306,9396,0,27286,179,Vehicle,7.82,Unsecured,Yes,0,17,0.09,1
668,Female,42,Married,1,Graduate,Employed,Salaried,Rent,Suburban,50191,4374,764,0,35732,18238,0,20000,233,Education,4.17,Secured,Yes,7,10,0.3,1
669,Male,46,Married,2,Postgraduate,Employed,Freelancer,Other,Rural,73358,3672,772,2,12666,28572,0,21367,137,Education,3.68,Unsecured,Yes,4,27,0.51,1
670,Male,29,Married,0,High School,Self-Employed,Business,Rent,Urban,52072,4185,805,1,37135,17386,0,20000,112,Home,6.71,Unsecured,Yes,0,5,0.4,1
671,Female,46,Married,3,High School,Employed,Business,Own,Urban,146479,4012,783,1,37360,22671,1,28085,232,Vehicle,5.26,Secured,No,9,20,0.86,1
672,Male,34,Single,2,High School,Employed,Freelancer,Own,Suburban,30965,2799,419,2,43451,937,1,10534,43,Personal,6.1,Unsecured,Yes,1,5,0.8,0
673,Female,46,Married,1,Graduate,Employed,Freelancer,Other,Urban,129967,4589,754,1,46736,18891,0,34970,64,Home,9.42,Secured,No,0,15,0.19,0
674,Female,45,Married,0,Graduate,Self-Employed,Freelancer,Other,Suburban,87490,4416,793,0,38329,20798,0,21510,144,Education,7.72,Secured,Yes,4,21,0.95,1
675,Male,38,Single,0,Graduate,Employed,Professional,Rent,Urban,96248,4368,750,1,37996,15844,0,27796,133,Education,14.05,Secured,No,6,23,0.33,1
676,Female,40,Married,0,Graduate,Employed,Freelancer,Rent,Urban,67715,2615,454,0,3143,7326,0,25299,128,Vehicle,10.46,Secured,Yes,2,15,0.39,0
677,Male,41,Single,1,Graduate,Self-Employed,Salaried,Rent,Urban,51570,588,735,0,1146,17228,0,20000,154,Home,5.48,Secured,No,7,25,0.81,1
678,Female,43,Married,1,Graduate,Employed,Salaried,Own,Urban,52286,4095,811,0,30456,20198,0,20000,139,Personal,8.28,Unsecured,Yes,7,20,0.26,1
679,Female,30,Single,1,Graduate,Unemployed,Freelancer,Own,Suburban,62446,2947,301,1,41076,11850,0,13657,149,Education,11.7,Secured,Yes,7,13,0.25,0
680,Male,62,Single,2,High School,Employed,Professional,Rent,Urban,26660,3054,359,1,2694,845,0,7426,201,Home,6.81,Unsecured,No,8,26,0.21,1
681,Female,62,Single,2,Graduate,Self-Employed,Professional,Own,Urban,22216,1440,549,0,30895,11859,1,8282,171,Personal,10.16,Unsecured,No,3,8,0.1,0
682,Female,26,Married,2,High School,Unemployed,Salaried,Other,Urban,100960,4395,772,0,12124,7278,0,22031,205,Home,13.59,Secured,No,0,17,0.79,1
683,Male,39,Married,3,Graduate,Self-Employed,Freelancer,Own,Suburban,56274,2372,763,1,6435,18776,0,20000,142,Home,7.0,Unsecured,No,6,19,0.73,1
684,Female,46,Married,2,Graduate,Self-Employed,Business,Other,Urban,68945,4531,793,0,36073,13598,0,20244,94,Home,11.7,Secured,Yes,3,15,1.0,1
685,Female,50,Divorced,2,Postgraduate,Self-Employed,Professional,Own,Urban,66973,2874,382,1,9515,21116,0,7660,101,Home,6.82,Unsecured,Yes,5,26,0.54,0
686,Male,39,Single,2,Graduate,Self-Employed,Professional,Own,Rural,118473,3788,774,0,48163,21037,0,28309,113,Home,4.19,Secured,No,1,19,0.92,1
687,Female,40,Married,0,Graduate,Self-Employed,Business,Own,Urban,109081,2580,800,0,31844,4780,1,25170,38,Education,6.46,Unsecured,No,8,19,0.58,1
688,Female,35,Single,0,Graduate,Employed,Professional,Other,Suburban,143435,3199,825,0,9094,2320,0,35056,46,Personal,3.82,Unsecured,No,9,15,0.41,0
689,Male,47,Married,2,Graduate,Employed,Salaried,Other,Suburban,43258,932,401,1,36753,4288,1,8057,33,Home,7.92,Unsecured,No,2,7,0.83,0
690,Female,27,Single,0,Graduate,Employed,Salaried,Own,Urban,102097,2746,789,0,3555,17215,0,27533,130,Home,7.57,Secured,Yes,9,17,0.46,1
691,Female,44,Single,0,High School,Self-Employed,Professional,Own,Suburban,66900,3431,772,0,29212,6894,0,20044,168,Home,5.95,Unsecured,No,1,22,0.9,1
692,Female,46,Single,3,Graduate,Unemployed,Freelancer,Own,Urban,116832,3245,709,0,33289,13446,0,28798,208,Home,6.9,Unsecured,No,3,26,0.49,1
693,Female,45,Single,3,High School,Employed,Business,Rent,Rural,93748,1692,762,0,45900,14366,1,25213,47,Vehicle,14.26,Unsecured,Yes,0,10,0.95,0
694,Female,38,Single,0,High School,Employed,Professional,Own,Suburban,140941,2532,771,1,28278,10182,0,31226,153,Home,5.32,Unsecured,Yes,2,24,0.43,1
695,Male,45,Married,2,Graduate,Employed,Professional,Other,Urban,106278,2123,796,1,26791,17767,0,24749,47,Vehicle,10.46,Unsecured,Yes,5,11,0.54,1
696,Male,29,Married,0,Graduate,Employed,Salaried,Rent,Urban,74820,4270,802,0,43863,26971,0,20109,225,Personal,4.4,Unsecured,Yes,1,15,0.25,1
697,Female,41,Divorced,1,Graduate,Employed,Business,Own,Urban,70644,3556,748,2,8811,6532,0,20214,224,Personal,10.52,Secured,Yes,5,28,0.73,1
698,Female,48,Married,1,High School,Self-Employed,Professional,Own,Urban,91187,2689,775,1,36516,4623,0,22992,127,Education,11.1,Unsecured,Yes,7,10,0.26,1
699,Female,26,Divorced,3,Graduate,Employed,Business,Other,Suburban,58614,1417,781,2,10911,29078,1,20000,234,Personal,7.43,Secured,Yes,6,9,0.72,1
700,Female,46,Married,3,Graduate,Employed,Salaried,Own,Urban,76658,746,829,2,33660,22937,0,22689,217,Home,8.07,Secured,No,8,9,0.97,1
701,Male,31,Single,3,Graduate,Employed,Professional,Own,Suburban,127311,4767,797,1,5106,3393,0,20354,161,Home,14.98,Unsecured,Yes,7,6,0.75,1
702,Female,34,Married,0,Graduate,Employed,Salaried,Rent,Urban,112248,563,832,0,29960,22890,1,26728,161,Education,4.03,Unsecured,Yes,5,6,0.77,1
703,Male,34,Divorced,1,Graduate,Unemployed,Salaried,Own,Urban,54828,4864,844,2,30696,10926,0,20000,119,Home,4.45,Unsecured,Yes,2,22,0.03,1
704,Female,44,Single,1,High School,Employed,Business,Own,Urban,132512,4248,760,0,40624,215,0,33278,75,Vehicle,12.77,Secured,No,3,23,0.9,1
705,Female,32,Married,3,High School,Employed,Freelancer,Own,Suburban,148709,2678,841,2,25841,29446,0,35032,91,Personal,12.44,Secured,No,3,19,0.33,1
706,Female,18,Single,1,High School,Self-Employed,Salaried,Rent,Rural,45548,3367,385,1,46288,6005,0,11652,84,Home,7.82,Unsecured,Yes,2,27,0.07,0
707,Female,40,Married,3,Graduate,Employed,Salaried,Own,Urban,119866,2106,840,1,34454,9109,0,32575,191,Home,13.29,Unsecured,Yes,0,7,0.56,1
708,Female,58,Single,2,Postgraduate,Self-Employed,Professional,Own,Urban,60913,1101,512,2,33448,9187,0,5538,29,Home,8.47,Unsecured,Yes,9,21,0.13,0
709,Female,40,Married,0,High School,Unemployed,Freelancer,Rent,Suburban,66386,2827,802,2,11762,14327,0,20000,56,Personal,7.7,Secured,No,9,13,0.18,1
710,Male,44,Divorced,2,High School,Self-Employed,Professional,Own,Suburban,76215,1541,761,2,28619,15062,0,22238,71,Education,13.82,Unsecured,No,5,13,0.29,1
711,Male,43,Married,0,Graduate,Employed,Freelancer,Own,Urban,37405,4752,508,0,35601,28487,0,7804,229,Home,12.53,Secured,Yes,4,22,0.41,0
712,Male,39,Divorced,2,Postgraduate,Employed,Professional,Rent,Urban,64191,1121,810,0,43913,17303,0,20000,142,Home,14.75,Secured,No,3,16,0.59,1
713,Female,33,Married,1,High School,Employed,Professional,Rent,Urban,135297,1958,701,2,37687,5581,0,31123,141,Education,13.22,Secured,Yes,3,6,0.66,1
714,Female,36,Married,3,Graduate,Self-Employed,Business,Rent,Suburban,111961,1062,810,0,25136,7196,0,29806,159,Vehicle,14.32,Secured,No,0,9,0.11,1
715,Male,26,Married,3,Graduate,Employed,Professional,Own,Suburban,91500,1963,795,0,39047,29542,0,24427,62,Education,12.31,Unsecured,No,1,16,0.21,0
716,Male,27,Married,0,High School,Employed,Salaried,Rent,Urban,44574,2898,475,2,4448,22816,0,16852,41,Personal,5.25,Secured,Yes,6,28,0.7,0
717,Male,44,Married,3,Graduate,Unemployed,Professional,Rent,Suburban,42507,4610,460,1,42819,10843,0,16102,148,Vehicle,5.9,Unsecured,No,2,20,0.07,0
718,Female,38,Single,3,Graduate,Employed,Freelancer,Rent,Suburban,53321,2324,314,2,45686,15545,0,18386,157,Education,8.95,Unsecured,Yes,2,6,0.85,0
719,Female,47,Single,1,High School,Employed,Salaried,Rent,Suburban,52016,1711,843,2,11072,23949,0,20000,40,Education,6.77,Unsecured,Yes,4,17,0.99,0
720,Female,33,Single,3,Graduate,Self-Employed,Business,Own,Suburban,63136,720,574,2,36354,19530,1,5589,207,Home,9.24,Secured,Yes,8,17,0.16,0
721,Male,54,Divorced,2,Postgraduate,Employed,Freelancer,Own,Urban,54628,1835,474,1,33059,23151,0,5108,69,Vehicle,6.84,Secured,Yes,7,24,0.08,0
722,Female,37,Single,3,High School,Unemployed,Salaried,Own,Urban,137244,3428,842,1,45864,22713,1,24807,105,Education,12.93,Unsecured,No,8,12,0.03,1
723,Female,46,Single,2,Graduate,Employed,Professional,Own,Urban,99870,966,728,1,42686,2938,0,28291,130,Vehicle,10.04,Unsecured,No,8,12,0.84,1
724,Male,56,Single,2,High School,Unemployed,Business,Rent,Suburban,58884,2423,356,1,39516,25323,0,5692,151,Personal,13.56,Secured,No,4,8,0.9,0
725,Male,33,Married,3,High School,Self-Employed,Business,Own,Rural,142540,3669,834,0,36380,9828,0,40419,171,Personal,9.82,Secured,Yes,8,8,0.94,1
726,Male,39,Married,0,High School,Self-Employed,Business,Own,Urban,55416,2588,587,2,12478,14150,0,21797,61,Home,7.12,Unsecured,No,1,28,0.08,0
727,Female,41,Single,3,Postgraduate,Employed,Freelancer,Own,Urban,80577,4464,805,1,44325,16195,0,22171,233,Home,9.84,Secured,No,0,23,0.03,0
728,Male,34,Married,3,High School,Self-Employed,Business,Other,Rural,46375,810,327,2,42175,22086,0,17911,127,Home,9.05,Secured,Yes,1,25,0.96,0
729,Female,41,Married,0,Graduate,Self-Employed,Salaried,Own,Suburban,58500,2841,743,0,42156,18050,0,20000,77,Home,11.86,Secured,No,0,20,0.72,1
730,Female,29,Single,2,High School,Employed,Professional,Rent,Urban,134556,547,810,0,30726,20875,0,35478,82,Education,12.91,Unsecured,No,4,23,0.69,1
731,Female,30,Divorced,0,Graduate,Employed,Salaried,Own,Urban,73707,2653,807,1,11681,15712,0,20282,184,Home,3.89,Secured,Yes,9,6,0.41,1
732,Female,55,Single,2,Graduate,Employed,Salaried,Other,Suburban,64160,3029,344,0,17736,28338,0,19465,63,Vehicle,9.57,Unsecured,No,9,11,0.47,0
733,Female,33,Single,2,Graduate,Self-Employed,Salaried,Own,Urban,118219,4478,818,2,43254,22774,1,31572,156,Personal,9.32,Secured,No,3,29,0.47,1
734,Male,34,Married,0,High School,Employed,Salaried,Own,Suburban,71621,2941,783,1,36338,2275,1,20927,175,Home,10.28,Unsecured,Yes,2,24,0.88,1
735,Male,41,Single,3,Postgraduate,Unemployed,Business,Rent,Rural,64456,4064,789,2,11842,11104,0,20000,86,Personal,10.0,Secured,Yes,2,22,0.38,1
736,Male,20,Married,2,Postgraduate,Employed,Professional,Other,Rural,63734,3445,429,1,24016,24250,0,22843,111,Home,13.66,Unsecured,No,8,28,0.8,0
737,Male,44,Single,1,High School,Employed,Professional,Own,Urban,55371,1763,704,1,39550,2313,0,20000,136,Education,13.92,Unsecured,Yes,0,17,0.22,1
738,Female,26,Married,3,Graduate,Employed,Salaried,Own,Urban,60357,4316,592,1,40794,5117,1,22283,78,Home,13.1,Secured,No,8,23,0.75,1
739,Male,25,Married,0,Graduate,Self-Employed,Freelancer,Other,Urban,116670,711,838,2,4737,24686,0,21720,202,Home,11.76,Secured,No,7,17,0.13,1
740,Female,48,Married,2,Graduate,Self-Employed,Salaried,Rent,Suburban,87617,2085,809,2,31774,29730,0,21354,72,Vehicle,14.3,Unsecured,No,0,21,0.88,1
741,Male,43,Single,3,Postgraduate,Unemployed,Freelancer,Own,Suburban,115938,2705,797,1,22385,9136,0,22008,207,Personal,9.75,Unsecured,Yes,2,6,0.1,1
742,Female,38,Single,0,Graduate,Employed,Business,Own,Urban,79651,830,754,1,17659,24609,0,22311,201,Personal,10.46,Secured,No,8,21,0.12,1
743,Female,57,Married,0,High School,Unemployed,Freelancer,Own,Urban,50484,4632,329,0,11700,6691,0,9956,197,Home,4.52,Secured,Yes,4,5,0.3,0
744,Female,42,Single,0,Postgraduate,Unemployed,Professional,Rent,Urban,131471,4989,759,0,1078,26480,0,24250,136,Home,11.17,Unsecured,Yes,7,15,0.9,1
745,Male,30,Single,3,Graduate,Employed,Salaried,Own,Suburban,115272,1093,785,0,3293,21319,0,21511,18,Vehicle,7.21,Unsecured,Yes,2,6,0.74,1
746,Female,19,Married,1,Postgraduate,Self-Employed,Freelancer,Own,Urban,30659,1600,350,2,5880,25504,0,11911,97,Home,7.77,Unsecured,Yes,3,22,0.29,0
747,Male,31,Married,3,Graduate,Self-Employed,Professional,Own,Suburban,109224,1738,752,1,11399,11244,0,30228,58,Vehicle,13.2,Secured,Yes,4,18,0.7,1
748,Female,30,Married,2,High School,Unemployed,Freelancer,Own,Urban,138896,3554,718,1,40724,3417,0,26027,180,Vehicle,4.88,Unsecured,No,7,11,0.05,1
749,Female,60,Married,3,Postgraduate,Employed,Salaried,Rent,Suburban,37893,1553,446,2,8311,28110,0,9058,41,Personal,10.31,Unsecured,Yes,0,16,0.1,0
750,Female,47,Married,1,Graduate,Employed,Freelancer,Own,Suburban,106837,1063,755,0,44253,312,0,31399,224,Vehicle,3.77,Secured,No,1,20,0.63,1
751,Male,49,Single,0,High School,Self-Employed,Freelancer,Own,Suburban,67485,3171,784,0,6975,26216,0,20126,36,Home,7.78,Unsecured,No,3,17,0.35,1
752,Female,45,Single,2,Graduate,Unemployed,Business,Rent,Urban,31881,4240,462,1,17921,24120,0,11720,189,Personal,14.65,Secured,Yes,8,29,0.2,1
753,Male,34,Divorced,0,Graduate,Employed,Salaried,Rent,Suburban,139546,4323,765,0,36543,9920,0,29264,105,Personal,5.91,Unsecured,No,3,8,0.84,1
754,Male,49,Married,1,High School,Self-Employed,Freelancer,Rent,Urban,125929,1464,771,2,898,10894,0,26106,59,Vehicle,10.13,Unsecured,Yes,2,15,0.99,0
755,Male,46,Single,2,Graduate,Employed,Freelancer,Own,Suburban,131323,3472,846,0,30828,23072,0,35152,75,Vehicle,10.7,Secured,Yes,0,22,0.39,1
756,Female,28,Married,1,Graduate,Self-Employed,Business,Own,Suburban,53121,3867,430,0,1241,23822,1,5997,23,Home,4.41,Secured,No,7,18,0.11,0
757,Female,32,Single,3,High School,Employed,Business,Own,Suburban,111655,841,736,2,12575,11843,0,24736,224,Home,14.98,Secured,No,3,10,0.67,1
758,Male,37,Married,0,High School,Employed,Professional,Other,Suburban,138696,1207,729,2,7118,1110,0,21948,202,Home,11.42,Secured,Yes,0,6,0.55,1
759,Male,55,Married,1,Graduate,Employed,Business,Own,Suburban,42377,4693,337,0,43751,18999,0,13971,149,Education,7.62,Secured,Yes,0,6,0.69,0
760,Female,27,Married,0,Graduate,Self-Employed,Business,Own,Suburban,35733,1552,549,2,42742,12258,0,12489,175,Education,11.61,Secured,Yes,5,18,0.13,0
761,Female,42,Single,0,Graduate,Employed,Freelancer,Own,Suburban,79859,4922,704,1,39533,5416,0,21925,69,Home,8.73,Unsecured,Yes,6,15,0.35,1
762,Female,39,Married,0,Graduate,Employed,Business,Own,Suburban,121058,2316,800,1,14260,5846,0,23750,138,Home,4.58,Unsecured,Yes,6,29,0.62,1
763,Female,29,Married,3,Graduate,Employed,Freelancer,Own,Suburban,148151,2124,727,0,41985,10404,0,32405,52,Home,10.3,Secured,Yes,9,10,0.59,1
764,Female,28,Single,0,High School,Self-Employed,Business,Own,Urban,69081,716,359,0,44501,5911,0,16886,105,Education,9.05,Secured,Yes,2,18,0.44,0
765,Male,45,Single,0,Graduate,Unemployed,Freelancer,Own,Urban,149664,2477,773,2,45737,20716,0,31117,170,Home,6.82,Secured,Yes,0,5,0.35,1
766,Female,28,Married,2,High School,Unemployed,Freelancer,Other,Urban,50167,1073,767,2,35970,6607,0,20000,14,Home,10.87,Secured,Yes,1,21,0.02,1
767,Male,30,Single,0,Postgraduate,Self-Employed,Salaried,Own,Suburban,34502,3325,573,1,42088,18710,0,11615,22,Vehicle,3.67,Secured,No,1,29,0.78,0
768,Female,64,Married,1,Graduate,Self-Employed,Freelancer,Rent,Urban,30951,4564,394,1,23997,20700,0,11544,218,Home,8.68,Unsecured,No,5,17,0.49,0
769,Female,26,Divorced,3,Graduate,Unemployed,Salaried,Own,Urban,82164,2763,756,1,47719,25816,0,22597,78,Vehicle,3.96,Unsecured,No,9,27,0.13,0
770,Female,24,Married,1,High School,Unemployed,Freelancer,Own,Suburban,33124,1598,539,1,14466,467,0,9066,224,Education,10.5,Unsecured,Yes,0,11,0.57,0
771,Male,30,Divorced,1,Graduate,Self-Employed,Professional,Rent,Urban,122363,4966,739,0,7490,6513,0,31371,100,Education,12.64,Unsecured,Yes,4,9,0.62,1
772,Male,36,Married,0,High School,Employed,Freelancer,Own,Suburban,35615,2258,314,2,28895,26816,0,8961,22,Home,11.23,Secured,Yes,3,19,0.87,0
773,Male,39,Single,2,High School,Unemployed,Business,Own,Urban,136120,4370,825,1,26247,23955,0,35417,136,Personal,11.08,Secured,Yes,1,27,0.58,1
774,Male,47,Married,2,Postgraduate,Unemployed,Salaried,Other,Urban,52117,4751,752,0,17448,15378,1,20000,59,Home,13.6,Unsecured,Yes,7,13,0.04,1
775,Female,41,Divorced,2,Graduate,Self-Employed,Professional,Rent,Suburban,33298,3711,558,2,35427,9923,0,11325,32,Education,12.84,Secured,Yes,9,9,1.0,0
776,Female,38,Married,1,Graduate,Unemployed,Business,Other,Rural,146398,511,723,0,11361,25606,0,24906,203,Education,12.13,Secured,Yes,6,6,0.78,0
777,Female,40,Married,2,Graduate,Unemployed,Professional,Own,Suburban,118918,2201,824,2,1331,10673,1,20587,152,Home,12.02,Secured,Yes,5,29,0.34,1
778,Female,69,Married,3,Postgraduate,Self-Employed,Freelancer,Own,Suburban,64891,3116,429,2,437,20044,1,13697,169,Home,9.91,Unsecured,Yes,8,29,0.86,0
779,Female,45,Single,3,Postgraduate,Self-Employed,Freelancer,Own,Urban,59831,3021,585,2,4289,993,0,12238,215,Home,11.67,Secured,No,9,11,0.69,0
780,Male,48,Married,0,High School,Unemployed,Freelancer,Own,Urban,147546,3203,716,1,3773,29463,0,39471,31,Education,6.88,Unsecured,No,0,23,0.23,1
781,Female,46,Single,2,Graduate,Self-Employed,Business,Other,Urban,148454,881,754,2,41753,25210,0,36224,99,Home,6.71,Unsecured,No,5,13,0.91,1
782,Male,45,Married,3,High School,Unemployed,Salaried,Own,Suburban,93386,2687,738,0,23035,9297,1,22604,105,Home,6.57,Secured,No,1,19,0.57,1
783,Male,48,Married,3,Graduate,Self-Employed,Business,Other,Urban,109200,2848,847,0,33162,24655,0,20658,67,Vehicle,9.16,Unsecured,No,5,21,0.76,1
784,Male,46,Divorced,0,Graduate,Self-Employed,Salaried,Own,Urban,78752,2327,793,0,23399,2608,0,21867,81,Personal,6.02,Secured,No,8,8,0.4,1
785,Male,34,Single,3,High School,Unemployed,Professional,Rent,Suburban,76841,2564,736,0,30714,28964,0,20734,179,Personal,8.66,Unsecured,No,2,19,0.45,1
786,Male,23,Married,3,Postgraduate,Unemployed,Salaried,Other,Urban,54945,1549,580,2,4535,11331,0,18054,79,Personal,7.21,Unsecured,Yes,6,14,0.01,0
787,Male,39,Married,3,High School,Self-Employed,Professional,Rent,Urban,137915,4158,741,1,9810,7405,1,37369,97,Home,10.92,Secured,Yes,9,12,0.08,1
788,Female,28,Married,2,High School,Employed,Salaried,Own,Rural,124831,531,814,0,29670,17337,1,21115,15,Education,11.06,Secured,No,2,26,0.2,1
789,Female,26,Single,3,High School,Unemployed,Freelancer,Own,Suburban,98921,2903,760,0,42611,27980,0,22873,208,Education,12.86,Unsecured,Yes,5,28,0.79,1
790,Female,68,Single,0,High School,Unemployed,Business,Own,Urban,40227,4103,392,2,22653,22552,0,13612,151,Home,11.34,Secured,Yes,2,12,0.13,0
791,Female,31,Single,2,Graduate,Employed,Professional,Rent,Suburban,100757,3254,840,1,17065,28522,0,23516,232,Home,7.35,Unsecured,Yes,3,10,0.67,1
792,Male,35,Married,0,Postgraduate,Employed,Business,Other,Urban,60811,3619,838,2,48659,5870,1,20000,219,Vehicle,12.13,Secured,No,5,15,0.38,1
793,Female,46,Single,1,Graduate,Employed,Salaried,Own,Rural,55985,2072,778,2,39563,24593,0,20000,71,Home,4.13,Secured,Yes,6,10,0.94,1
794,Male,39,Married,0,High School,Employed,Salaried,Rent,Suburban,91899,2753,836,0,39165,2098,0,26361,212,Home,10.22,Unsecured,No,3,28,0.09,1
795,Male,46,Single,0,Graduate,Employed,Salaried,Own,Rural,89278,3502,807,1,9142,21291,0,24036,171,Personal,13.8,Secured,No,0,5,0.48,1
796,Female,33,Single,0,High School,Employed,Professional,Own,Urban,49264,2914,491,0,636,18490,0,9195,40,Vehicle,7.3,Secured,No,9,21,0.69,0
797,Male,49,Single,1,Postgraduate,Employed,Business,Rent,Urban,53416,3182,302,1,1056,1643,0,15547,151,Home,5.81,Secured,No,8,21,0.58,1
798,Female,49,Married,3,High School,Employed,Business,Own,Urban,124864,3797,798,2,117,2969,0,22270,209,Vehicle,6.92,Unsecured,Yes,6,21,0.05,0
799,Female,29,Married,1,High School,Employed,Salaried,Own,Urban,76416,2667,846,2,1744,15900,0,21732,195,Home,9.49,Secured,Yes,0,29,0.82,0
800,Female,58,Divorced,2,High School,Unemployed,Salaried,Own,Urban,27281,742,427,0,26170,14621,0,6279,196,Education,7.81,Unsecured,No,3,7,0.76,0
801,Female,50,Married,3,Graduate,Unemployed,Freelancer,Own,Urban,65134,3857,375,1,34692,13403,0,15682,193,Vehicle,12.18,Secured,Yes,1,18,0.27,0
802,Female,37,Married,2,Graduate,Self-Employed,Freelancer,Own,Suburban,106708,551,785,2,25082,19364,0,31633,19,Education,9.91,Secured,Yes,3,12,0.98,1
803,Female,27,Single,2,Graduate,Unemployed,Freelancer,Rent,Urban,122337,3045,841,1,29882,13770,0,31273,56,Personal,5.26,Secured,Yes,8,8,0.73,0
804,Female,29,Single,3,Graduate,Employed,Salaried,Own,Rural,105755,1145,803,0,49538,20003,0,23373,174,Vehicle,11.44,Unsecured,No,2,5,0.28,1
805,Female,47,Married,3,Postgraduate,Employed,Salaried,Own,Suburban,89347,3443,719,1,24119,8790,0,20622,119,Personal,14.19,Unsecured,Yes,3,17,0.19,1
806,Male,63,Married,0,Graduate,Employed,Business,Rent,Urban,21655,4292,550,1,12565,16296,0,5424,180,Home,11.36,Secured,No,7,10,0.01,0
807,Female,54,Single,2,High School,Self-Employed,Professional,Own,Suburban,41678,1687,505,0,10459,16216,0,6112,54,Vehicle,10.02,Unsecured,Yes,1,14,0.61,0
808,Male,49,Divorced,2,Postgraduate,Employed,Professional,Own,Urban,42124,1126,320,0,10126,11489,0,16759,60,Education,9.5,Unsecured,Yes,2,13,0.41,0
809,Male,44,Single,0,Graduate,Self-Employed,Freelancer,Other,Suburban,77703,2568,811,0,38478,28958,0,22512,42,Home,11.38,Secured,No,1,11,0.68,1
810,Female,38,Married,3,Graduate,Employed,Salaried,Own,Suburban,91626,2063,772,2,20803,12746,0,26215,60,Home,13.83,Unsecured,No,8,25,0.34,1
811,Female,50,Single,0,Graduate,Self-Employed,Business,Own,Urban,46433,4019,389,1,10144,28074,1,16820,146,Home,9.16,Unsecured,No,2,12,0.77,1
812,Female,60,Single,0,High School,Employed,Salaried,Own,Urban,66428,4168,435,2,35639,29670,0,10599,106,Vehicle,6.27,Secured,Yes,8,18,0.31,0
813,Female,29,Single,0,Graduate,Self-Employed,Professional,Own,Urban,132345,1056,802,1,12593,8448,0,34109,73,Vehicle,14.17,Secured,No,5,11,0.98,1
814,Female,52,Married,2,Graduate,Self-Employed,Salaried,Own,Urban,20852,1172,590,1,748,17685,0,7667,39,Home,12.7,Secured,Yes,3,29,0.48,1
815,Male,59,Married,2,High School,Employed,Freelancer,Other,Urban,45377,2535,443,2,6688,10348,0,11414,101,Home,4.62,Secured,Yes,0,20,0.94,0
816,Female,46,Married,0,High School,Employed,Business,Own,Urban,115829,731,734,0,6085,666,1,21688,126,Vehicle,8.79,Secured,Yes,1,6,0.53,1
817,Female,33,Married,1,Postgraduate,Employed,Business,Own,Suburban,124746,3577,716,2,43331,9871,0,21694,193,Home,5.7,Unsecured,Yes,1,15,0.54,1
818,Male,39,Married,1,High School,Employed,Salaried,Other,Rural,106325,3367,772,2,17717,21547,0,28886,200,Home,7.53,Secured,No,5,29,0.22,1
819,Male,30,Married,0,High School,Employed,Salaried,Rent,Rural,146983,4998,706,0,13267,24970,0,36480,206,Vehicle,8.18,Secured,Yes,5,23,0.49,1
820,Male,46,Single,3,Graduate,Unemployed,Business,Own,Urban,135507,4321,848,2,32797,11020,0,23049,29,Home,14.06,Unsecured,No,9,17,0.73,1
821,Male,23,Single,3,High School,Self-Employed,Business,Own,Urban,26451,1546,449,0,27366,15780,0,5405,79,Home,11.19,Secured,Yes,8,21,0.54,0
822,Male,47,Divorced,1,High School,Employed,Freelancer,Own,Suburban,87064,4126,739,2,12279,20610,1,24695,91,Vehicle,8.12,Unsecured,No,6,17,0.58,1
823,Female,46,Married,2,Graduate,Employed,Freelancer,Rent,Urban,106187,757,800,2,7373,19121,1,24912,61,Vehicle,4.93,Unsecured,Yes,9,12,0.85,1
824,Female,32,Single,0,High School,Employed,Salaried,Rent,Suburban,62021,2029,711,2,26565,18585,0,20000,210,Personal,6.25,Unsecured,Yes,3,5,0.64,1
825,Male,26,Married,3,Postgraduate,Self-Employed,Business,Own,Urban,59249,2535,755,1,13493,18043,0,20000,37,Vehicle,10.09,Secured,Yes,0,27,0.13,1
826,Male,21,Single,3,Graduate,Employed,Professional,Own,Urban,54075,718,577,2,42305,18596,1,9997,93,Vehicle,7.75,Unsecured,Yes,6,10,0.24,0
827,Female,26,Married,1,Graduate,Unemployed,Salaried,Rent,Suburban,85400,4202,772,2,8748,9046,0,24902,97,Vehicle,8.91,Secured,Yes,5,7,0.86,1
